Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
hydrant		used,water	empty,broken,full	leaking,there,broken	dry,saturated,dead,overflowing,frozen,flooded,leaking	transparent,poisonous,toxic,edible	radioactive,stable,active	transparent	named	located,flooded,long	joyah,evalle,rated		packed,covered,sealed	adjustable,unlocked,electrified,activated
hyena	endangered	endangered,extinct,human,white,prey	pregnant,present,dead,male	pregnant,pictured,dead,endangered	dead,infectious,endangered,immortal,pregnant,contagious	endangered,poisonous	extinct	nocturnal,endangered,blind	present,pregnant,female	endangered,known,extinct	twinned,morphological,koppen	a,extinct,born	here,dead,alive,crazy,missing	poisonous,scared,venomous
ice	clear,cold,frozen,melting,broken	cold,thin,frozen,melting,broken	cold,broken,frozen,clear,melting	broken,thick,breaking,solid,melting	cold,melting,falling,breaking,broken	frozen,broken,free,thin,melted,melting,cold	frozen,ice,melting	frozen,clear,dry,cold	frozen,cold,thick,broken,clear,solid	frozen,dry,melting,thick,broken,thin	blowing,gone,freezing,twinned,joyah,melting,evalle,barbed	slippery,melting,gone,freezing,frozen,melted,thicker	cold,thin,broken	freezing,frozen,cracking,tight,thick,slippery
ice cream	frozen,cold,served	sweet,good,cold,delicious	delicious,good	cold,melted,melting,good	good,delicious	frozen,offered,served,available	available,served,sold,frozen,used	frozen,clear	served,frozen,available,vegan,good	served,edible,frozen,cold,vegan	edible,milky,delicious	delicious,hot,good	good	chilled,edible,delicious,melted
ice cube	empty,cold,used,melted,frozen,broken	frozen,solid,ice,cold	melted,broken,melting,frozen,empty	cold,melted,broken,frozen,melting,crushed	frozen,melting,empty,yours,broken	perfect,frozen,melted,spherical,empty	named,frozen	transparent,frozen	formed	edible,hollow,spherical,dry,cold,melted	playable,unlocked,twinned,solved,topological,joyah,evalle	frozen,molten,a,edible	there,big,edible,covered,small,empty,frozen	melting,molten,melted,freezing,edible,frozen
ice pack	empty,removed,destroyed,frozen,broken	cold,large,frozen,permanent	solid,frozen,complete	changing,melting,thick,growing	empty,finished,ready,complete	frozen,cold,empty,available	frozen,named,ice	frozen,clear,free		thin,thick,high	unlocked,adjustable,twinned,evalle,rated	cheap,gone,a	cold,tight,packed,closed,covered,sealed	cooling,effective
ice-cream cone	frozen	baked,edible	complete,pictured,empty	edible,pictured,broken	empty,pictured,yours,edible,ready	frozen,eaten,baked,edible,available	named	clear	pictured,edible,named,included,removable	edible,used	patented,recycled,edible,optional	perfect,hot,edible,delicious	hot,edible,covered	glazed,adjustable,translucent,edible
icemaker	used		activated,broken,silent,working,active	working,broken	silent,dead,broken,working	happy,frozen,dead,named,satisfied	named,frozen	present,there	active,used	installed,used,available,removable	patented,joyah,rated,twinned,evalle	frozen,electrified,gone,a	cold,big	
icepick		long	frozen,used,broken	sharp,pictured,broken	empty,broken,frozen,melting,edible	frozen,broken,poisonous,edible,named,available	frozen,named,ice	common,edible	broken,edible,used,frozen,cold,removable	edible,spherical,used,long	joyah,edible,acidic,evalle	gone,edible,used,handy	cold,closed	adjustable,edible,stainless,magnetic
iceskate	electrified,frozen,used,played	skiing	used,broken	pictured	dead,mine,ours,yours,broken	illegal,frozen,available	named	used,free,open	named,used,known	long,known	a,twinned,happy,joyah,jaenelle,evalle	gone,a	smoking	gonna
icicle		empty,circular,broken	melted,broken,melting,frozen,visible	cold,melting,broken,frozen	dead,frozen,melting,spinning,broken	convex,present,spherical		translucent,black,edible	visible,broken,frozen	edible,spherical,large,long	inserted,convex	expressed,encoded,defined,formed,swollen,enlarged,covered	radioactive,covered,edible	frozen,edible
iguana	endangered,extinct	endangered,threatened,extinct	male,named,dead,eaten	dead	extinct,dead,endangered,edible,poisonous	extinct,endangered,threatened,eaten,poisonous,edible	named,inhabited,extinct	extinct,endangered	endangered,poisonous,edible,named,pregnant,known	endangered,known,extinct	extinct,characterized,endangered,twinned,evalle,koppen	alive,here,extinct	alive,dead,one	gonna,poisonous,venomous,endangered,extinct,endemic
incense	burning,burned,burnt,lit	smoked,burning,burned,burnt,expensive,used,smoking,strong	burned,lit,used,burning,sacred,burnt	burned,lit,used,burning,burnt	holy,sacred,burnt,edible,poisonous	burnt,burning,burned,poisonous,consumed,edible	burned,burnt,used	burnt,burning,burned,aromatic	edible,burnt,used,burned	edible,burnt,used,lit,burned	aromatic,edible,milky,fragrant,incense,medicinal	aromatic,good,fragrant,incense,spicy	spicy,poisonous,edible,good,fragrant,medicinal	poisonous,aromatic,smoky,spicy,edible,smelled,fragrant
incubator	functional,closed	empty,portable,open	complete,installed,empty	broken,complete,working,empty	closed	required,functional,available,automated	free	transparent,sterile,open	active,installed,used,available	heated,used,available	plugged,encrypted,accessed,adjustable	used	packed,enclosed,heated,covered,sealed	adjustable
inhaler	removed	portable,used	included,used	reusable,portable,used,safe		audible,empty,activated	poisonous	clear,used,released,active	active,used,removable	used,removable,portable,available,reusable	plugged,electrified,adjustable	available,used,effective	used,covered,smoking	adjustable,addictive,disposable
ink	white,red,black,dry	purple,red,black,thick,green,white,blue	black,visible,saturated,dry,white,red	dry,black,red	dry,dried,wet,drying	dry	clear,black,transparent,white	clear,black,green,white,red,yellow	red,dry,white,blue,black,transparent	white,black,dry	encrypted,encoded,scanned,coloured,milky	used,printed,opaque	flowing,pretty,gone,saturated,drying	recycled,opaque
inkwell	closed,used,sealed	empty,black,blank	complete,black,empty,full	broken,full,sealed,dry,open,empty	dry,empty,dead,sealed	empty,available	named,listed	illuminated,closed	marked,transparent	empty,filled,used,dry	electrified,twinned,found,evalle,barbed,koppen	gone,a,here,haunted,alive	gone	full,empty,filled
insole	smooth,rounded	white	reversible,removable,adjustable	flat,worn,removable	mine	spherical,transparent,elastic	named		adjustable,worn,removable	removable,worn	stainless,sturdy,adjustable,thicker	thicker,stained,covered	numbered,enclosed,labeled,covered,sealed	reinforced,padded,adjustable,rubber,flexible
iron	used	iron,strong,heavy,used	melted,solid,hot,molten	there,gone,black,hot,red	cast,mine,boiling,cold,melting,exhausted	pure,poisonous,precious,toxic,abundant,radioactive,available	iron,mined,cast	solid,black	solid,stable,radioactive	used,soluble,hot,iron,melted,molten	sharpened,easy,joyah,done,thicker,barbed	electrified,melted,broken,hot,stainless,used	cold,hot,solid,good,empty,broken	hot,wrought,molten,melted
ironing board		wooden,used	used,clean,broken,attached	flat,broken	broken,finished,ready,complete	used,broken,rigid,available	named,defunct,operational		adjustable,used,included,removable	adjustable,used,heated,included,available,removable	constructed,electrified,adjustable	broken,handy,used,included,covered	covered,pretty	adjustable,stainless,covered,folded,movable
ivy	edible,poisonous	green,white,blue	green,visible,present,growing,there,white	here,dead,there,green,growing	dead,mine,yours,dying	green,ripe,threatened,poisonous,edible,abundant	threatened,edible,named,poisonous	green	present,long	uncommon,common,green,tall	poisonous,rotten,growing,joyah,edible,evalle,barbed	going,growing,gone,broken	pretty,beautiful,covered	poisonous,edible,rotting,fragrant
jack	unique,used		dead,missing	broken	dead,ticking,missing	named,dead	named,jack	used,broken	dead,missing	large	lucivar,unlocked,hooked,plugged,joyah,jaenelle,evalle,barbed	funny,happy,gone,a,there,gonna	dead,gone,empty,broken	cocked,adjustable
jacket	white,black	red,black,green,white	removable,black,waterproof	reversible,black,red	waterproof,pictured,worn,reversible,removable	worn	black,worn,free,full	blue,black,white	waterproof,removable,black,long	reversible,fitted,removable,black,long	evalle,downloadable	worn,cute	tight,pretty,nice,worn	adjustable,embroidered
jackhammer	used,broken	used	dead,broken,loaded,ready	here	dead,silenced,broken,yours	perfect,named,broken,simple	released,available,played,included,used	known,used,unique	broken,sharp,used,loaded	used	playable,unlocked,mastered,joyah,evalle	going,gone,gonna,a	dead,hard,broken	gonna,deafening,loud,hurting,louder
jalapeno	popular,used	long,extinct	sweet,spicy,poisonous	optional,green	yours,mine	spoken,sung	named	present,spoken,extinct	eaten,edible,poisonous,spicy,known	poisonous,edible,red,cultivated,related	eaten,edible,milky,acidic,poisonous	eaten,edible,vegetarian,delicious,spicy	good,edible	poisonous,aromatic,spicy,acidic,edible,fragrant
jam	popular,illegal	good,gone	complete,good,over	on,broken,complete,done,over	welcome,complete	easy,good,available	free,popular	free,recorded	broken,complete	edible,made,popular,sweet,clear,available,vegan,good	deafening,joyah,addictive,mastered,evalle	gone,a	good,done	underway
jar	empty,sealed,preserved,broken	empty,filled,open,full,cold,heavy	sealed,clean,broken,full,labeled,empty,open	broken,full,clear,closed,sealed,open,empty	empty,locked,reusable,edible,sealed	sealed,broken,clear,empty,open	used,edible,empty	sealed	open,intact,empty,sealed	open,filled,sealed,labeled,labelled,hollow,empty,closed	encrypted,sealed	empty,broken,gone,sealed,open,mine,edible	big,empty,closed,gone,covered,sealed,broken,filled	emptied,untouched,empty,full,closed,sealed,filled
javelin	thrown,used	long,straight,thrown	silent,broken,empty	perfect,here,dead,broken	yours,mine,theirs,winning	compulsory,broken,thrown,used	used,thrown,shot	common,used,standard	broken,used	used,long	defended,attacked	a,playable,lethal,flying,flown	there,dead,large,done,gone,big,broken	used,aerodynamic,thrown,flown
jeans	new,clean,gone	it,right,good,simple	tight,black,ripped	available,black,pictured	waterproof,worn,reversible,yours,removable	true,available	sold,available,included,worn	black,worn	removable,worn,long	available,popular,sold,long	cute,easy,joyah,evalle	jeans,funny,wearing,cute,my	nice	cute,adjustable,sexy
jeep	destroyed	empty,loaded,driving	loaded	red	loaded,mine,yours,ours	available,ready,registered,accessible,used	motorized,named,available,used	parked	damaged,built	sold,long	parked,electrified,joyah,towed,evalle,equipped	parked,going,driving,gone,running,here	parked,pretty,packed,gone,big	wrecked,gone
jelly bean	edible,eaten,poisonous,used	green,edible	eaten,poisonous	edible,pictured	jelly,dead,toast,edible	boiled,cultivated,cooked,ripe,sweet,eaten,poisonous,edible	edible,named,eaten,present,poisonous,cultivated	eaten,edible	eaten,edible,named,radioactive,poisonous,known	poisonous,edible,spherical,extinct,related,known	acidic,eaten,edible,milky,delicious	sticky,jelly,a,edible	good,pretty,edible	cute,eaten,edible
jellyfish	endangered,edible,common,poisonous	edible	named,dead,poisonous	dead,pictured,alive,harmless,edible	edible,dead	poisonous,toxic,eaten,endangered,edible,abundant	edible,named,eaten,poisonous,migratory	edible,poisonous	poisonous,edible,named,known	edible,long,known	joyah,infectious,edible,milky,endangered	gone,a,edible,cute,alive	dead,edible,alive	cute,alive,poisonous,edible
jersey	red,retired	red,black,green,white,yellow	white,worn,black,red	reversible,numbered,white	mine,yours,worn,numbered	blue,worn	retired	blue,black,worn,white	worn,numbered,white	reversible,worn,white,black	awarded,denoted	wearing,worn,numbered,covered	cute,worn	adjustable,embroidered,imported,striped
jet	airborne,flying,successful,used,operational	empty,flying	empty,loaded	damaged,pictured	flying,operational,reusable,grounded	operational,flying,available,used	empty,operational,powered	used,loaded	classified	operated,fast,named	electrified,joyah,twinned,evalle	electrified,gone,airborne,flying,aboard,operating,fired,flown	closed,flown,flying	unmanned,towed,flown
jetski	used,broken		complete	new,small,pictured	flying,dead,yours,welcome	unique,named	named,present,listed	used	long,used,built,known	used,built	joyah,rated,twinned,evalle	a,flown,flying	pretty,big,different	adjustable,flown,navigable,aerodynamic,towed,cruising
jewel	lost,broken	lost,mine,there,gone	missing,broken	gone,broken,red,gold,silver	broken,yours,mine,missing	yours,precious,mine,gone	gold,missing,hidden	black,gold	missing,transparent	rare,unique,gold	lucivar,engraved,joyah,jaenelle,evalle	engraved,gone,a,precious	there,gone,missing,beautiful,broken	engraved,gilded,coloured,pierced
jewelry	unique,expensive	gold,expensive	gold	gold	authentic,yours,mine	precious,valuable,available	available,made	expensive,gold,worn		worn,expensive,gold,silver	furnished,patented,optional,embroidered	expensive	beautiful,expensive,pretty	decorative
jigsaw puzzle	solved,unique,used,lost,complete	simple	finished,simple,broken,assembled,complete,completed,solved	finished,completed,simple,solved,complete,done,over	done,solved,completed,finished,complete	invented,simple,complete,available,playable,solved	solved,included,complete,missing	included,used,playable,available,unique	broken,complete,solved,included,completed	reversible,complete,solved,available,completed	easy,a,simple,playable,mastered,illustrated,solved,joyah	solved,a,simple,done	simple,done,finished,solved,complete,broken	downloadable,playable,unlocked,finished
joystick	locked,fixed,used,broken		used	broken	disabled,removable	portable,perfect,activated,used,broken,available	used,free,played	locked,used	fixed,adjustable,used	adjustable,used,included,removable	electrified,unlocked,adjustable,dialed,plugged,joyah	funny,gone,a,used	adjustable,small	adjustable
jug	empty,full,cold,clean	empty,small,heavy,used	empty,missing,broken,full	full,filled,clear,dry,open,red,empty	loaded,empty,broken	loaded,empty,gone,available,ready,eaten	filled,broken,used,empty,full	black	broken,empty,waterproof	empty,filled	plugged,electrified,joyah,adjustable,bulging,evalle,barbed	empty,broken,gone,a,mine	gone,big,empty,full	emptied,empty,broken,full
